,_id,product,material,details,media,specifications,packagingDetails,documents
219,MDPBCPE01Z,"{'productId': 'Z05-PF01393', 'details': {'longDescription': '<ul><li> Cloth-like outer cover provides a soft feeling on the skin and discreet fit</li><li> Elastic leg gathers help prevent leaks</li><li> Superabsorbent core keeps moisture away from skin and controls odors</li><li> Contoured design offers a comfortable fit</li><li> Available in sizes moderate (5-1/2"" x 10-1/2""), maximum (6-1/2"" x 13-1/2"") and ultimate (8"" x 17"")</li></ul>', 'displayName': 'ContourPlus Bladder Control Pads', 'url': '/product/ContourPlus-Bladder-Control-Pads/Bladder-Control-Pads/Z05-PF01393', 'manufacturer': 'MEDLINE'}}",BCPE01Z,"{'isLatexFree': True, 'mfrProdNum': 'BCPE01Z', 'salesUOM': 'BG', 'displayName': 'ContourPlus Bladder Control Pad for Incontinence, Moderate, 5.5"" x 10.5""', 'packagingStringLong': '28 Each / Bag', 'hcpcsCode': 'NOT COVERED BY MEDICARE - CHECK REIMBURSEMENT WITH MEDICAID', 'url': '/sku/item/MDPBCPE01Z', 'baseUOM': 'EA', 'deliveryUOM': 'BG', 'manufacturer': 'MEDLINE', 'packagingStringShort': '28/BG'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/BCP/BCPE01Z_PRI05.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/BCP/BCPE01Z_HRE02.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/BCP/BCPE01Z_HRE03.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/BCP/BCPE01Z_HRE04.JPG'}]","[{'name': 'Absorbency', 'value': ['3 of 10']}, {'name': 'Absorbency Level', 'value': ['3 of 10']}, {'name': 'Adhesive Strip', 'value': ['Yes']}, {'name': 'Bag Appearance', 'value': ['Printed']}, {'name': 'Brand', 'value': ['Capri Plus']}, {'name': 'Consumer Packaged Goods', 'value': ['Incontinence']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Reusable or Disposable', 'value': ['Disposable']}, {'name': 'Size Dimensions', 'value': ['5.5"" X 10.5""']}, {'name': 'UNSPSC', 'value': ['53131639']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 1.98, 'casePack': '28 Each / Bag', 'volume': 0.004, 'grossWeight': 0.003, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 1.98, 'gtinAndUpc': '10888277346703', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 1.98}, {'baseUomDesc': 'Each', 'uomDesc': 'Bag', 'length': 9.5, 'casePack': '', 'volume': 0.12, 'grossWeight': 0.8140000000000001, 'netWeight': 0, 'uom': 'BG', 'salesUom': True, 'width': 6.25, 'gtinAndUpc': '20888277346700', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 28, 'height': 3.5}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 17.75, 'casePack': '1 Bag / Bag', 'volume': 1.509, 'grossWeight': 11.2, 'netWeight': 0, 'uom': 'CS', 'salesUom': False, 'width': 11.75, 'gtinAndUpc': '40888277346704', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 336, 'height': 12.5}]",
220,MDPEVSBAGBD2901,"{'productId': 'Z05-PF178171', 'details': {'longDescription': '<ul><li> Soiled Linen liners are used in hospitals and healthcare facilities by housekeeping services to store used linens (bedsheets, hospital gowns, towels, etc.) that may have been exposed to bodily fluids</li><li> Used for portable hampers in these facilities</li><li> Available in multiple sizes and thicknesses </li><li> Printed with ""Soiled Linen"" in English and Spanish</li></ul>', 'displayName': 'Drawtape Soiled Linen Liners', 'url': '/product/Drawtape-Soiled-Linen-Liners/Hamper-Liners/Z05-PF178171', 'manufacturer': 'MEDLINE'}}",EVSBAGBD2901,"{'isLatexFree': True, 'mfrProdNum': 'EVSBAGBD2901', 'salesUOM': 'CS', 'displayName': 'Soiled Linen Liners, Blue, 29"" x 41"", 1.0 Mil, Roll, Drawtape Closure', 'packagingStringLong': '200 Each / 10 Roll / Case', 'url': '/sku/item/MDPEVSBAGBD2901', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '200/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/EVS/EVSBAGBD2901_PRI02.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/EVS/EVSBAGBD2901_HRE04.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/EVS/EVSBAGBD2901_HRE05.JPG'}]","[{'name': 'Closure Type', 'value': ['Drawtape']}, {'name': 'Color', 'value': ['Blue']}, {'name': 'Density', 'value': ['Low']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Length Inches', 'value': ['29 ""']}, {'name': 'Material', 'value': ['Polyethylene']}, {'name': 'Package Type', 'value': ['Rolled']}, {'name': 'Printed', 'value': ['Yes']}, {'name': 'Product Type', 'value': ['Drawtape Soiled Linen Liners']}, {'name': 'Size_Gallon', 'value': ['33 Gallon', '31 Gallon']}, {'name': 'Thickness Mil', 'value': ['1 mil']}, {'name': 'UNSPSC', 'value': ['47121702']}, {'name': 'Weight Capacity', 'value': ['10 lb.']}, {'name': 'Width Inches', 'value': ['41 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 11, 'casePack': '200 Each / Case', 'volume': 0.006, 'grossWeight': 0.067, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 4, 'gtinAndUpc': '10888277681576', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.25}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 17.7, 'casePack': '', 'volume': 0.934, 'grossWeight': 15.75, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 9.8, 'gtinAndUpc': '20888277681573', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 200, 'height': 9.3}]",
221,MDPBDR11015W,"{'productId': 'Z05-PF139418', 'details': {'longDescription': '<ul><li> Solid construction and careful craftsmanship help ensure instruments come out surgery-ready</li><li> Compatible with steam pre-vacuum </li><li> Aluminum lid </li><li> Color coding system available; contact your Medline sales representative for more information</li></ul>', 'displayName': 'Full-Size SteriPure Sterilization Containers', 'url': '/product/Full-Size-SteriPure-Sterilization-Containers/Sterilization-Containers/Z05-PF139418', 'manufacturer': 'MEDLINE'}}",BDR11015W,"{'isLatexFree': True, 'mfrProdNum': 'BDR11015W', 'salesUOM': 'EA', 'displayName': 'Container, Full Size, 6""', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPBDR11015W', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/BDR/BDR11015W_PRI03.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/BDR/BDR11015W_HRE05.JPG'}]","[{'name': 'Color', 'value': ['Silver']}, {'name': 'Handle Color', 'value': ['Grey']}, {'name': 'Instrument Family', 'value': ['Steripure']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['Aluminum']}, {'name': 'Product Name', 'value': ['Steripure Container']}, {'name': 'Product Use', 'value': ['Steam Sterilization']}, {'name': 'Type of Instrument', 'value': ['Container']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 12.5, 'casePack': '1 Each / Each', 'volume': 1.488, 'grossWeight': 9.7, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 8.5, 'gtinAndUpc': '10888277410541', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 24.2}]","[{'name': 'LIT259_BRO_Filtered Container System.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT259_BRO_Filtered Container System.pdf'}]"
222,MDPSHE704381900,"{'productId': 'Z05-PF46834', 'details': {'longDescription': 'Adult Spacelabs Healthcare CO2 ORAL/NASAL CANNULA W /O2.', 'displayName': 'Nasal CO2 Cannulas', 'url': '/product/Nasal-CO2-Cannulas/Cannulas-Tubing/Z05-PF46834', 'manufacturer': 'Various Manufacturers / Suppliers'}}",SHE704381900,"{'isLatexFree': True, 'mfrProdNum': '704-3819-00', 'salesUOM': 'BX', 'displayName': 'Non-Invasive Low Humidity Co2 Nasal Cannula, Left Hand', 'packagingStringLong': '25 Each / box', 'url': '/sku/item/MDPSHE704381900', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'SPACELABS HEALTHCARE LLC', 'packagingStringShort': '25/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/SHE704381900.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '25 Each / box', 'volume': 0, 'grossWeight': 0.04, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 3.5, 'casePack': '', 'volume': 0.021, 'grossWeight': 1, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 1.5, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 7}]",
223,MDPHWP803204471,"{'productId': 'Z05-PF283585', 'details': {'displayName': 'Microstream Sampling Line w/Bite Block', 'url': '/product/Microstream-Sampling-Line-w/Bite-Block/Monitored-Anesthesia-Care/Z05-PF283585', 'manufacturer': 'ROYAL PHILIPS'}}",HWP803204471,"{'isLatexFree': True, 'mfrProdNum': '989803204471', 'salesUOM': 'CS', 'displayName': 'LINE,FILTER,W/O2 TUBING,ADULT,25/BX', 'packagingStringLong': '25 Each / Case', 'url': '/sku/item/MDPHWP803204471', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'ROYAL PHILIPS', 'packagingStringShort': '25/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/HWP803204471.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 3.6470000000000002, 'casePack': '25 Each / Case', 'volume': 0.028, 'grossWeight': 0.184, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 3.6470000000000002, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 3.6470000000000002}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 14.1, 'casePack': '', 'volume': 0.7020000000000001, 'grossWeight': 7.6, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 10.75, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 8}]",
224,MDPHWP1134188,"{'productId': 'Z05-PF274170', 'details': {'displayName': 'AC611 High-flow Nasal Cannulas', 'url': '/product/AC611-High-flow-Nasal-Cannulas/Monitored-Anesthesia-Care/Z05-PF274170', 'manufacturer': 'ROYAL PHILIPS'}}",HWP1134188,"{'isLatexFree': True, 'mfrProdNum': '1134188', 'salesUOM': 'CS', 'displayName': 'Hi Flo Nasal Cannula with Headgear, Size M', 'packagingStringLong': '20 Each / Case', 'url': '/sku/item/MDPHWP1134188', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'ROYAL PHILIPS', 'packagingStringShort': '20/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/HWP1134188.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 1.6, 'casePack': '20 Each / Case', 'volume': 0.03, 'grossWeight': 0.17, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 5.4, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 6}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 15.4, 'casePack': '', 'volume': 0.711, 'grossWeight': 3.4, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 13.3, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 20, 'height': 6}]",
225,MDPCFU2812F25H,"{'productId': 'Z05-PF57002', 'details': {'longDescription': '<ul><li> Permanent barrier separates nasal prongs for simultaneous O2 inhalation and end-tidal gas sampling </li><li> Can deliver O2 to one nostril while sampling CO2 from the other for more accurate ETCO2 readings</li><li> Crush-resistant tubing prevents occlusion and kinking</li><li> Clear to allow unobstructed observation</li><li> Soft for patient comfort</li></ul>', 'displayName': 'Vyaire AirLife ETCO2 Sampling Cannulas', 'url': '/product/Vyaire-AirLife-ETCO2-Sampling-Cannulas/Cannulas-Tubing/Z05-PF57002', 'manufacturer': 'VYAIRE MEDICAL, INC.'}}",CFU2812F25H,"{'isLatexFree': True, 'mfrProdNum': '2812F-25', 'salesUOM': 'EA', 'displayName': ""Adult Female ETCO2 Cannula, 7'"", 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPCFU2812F25H', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'VYAIRE MEDICAL, INC.', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/CFU/CFU2812F25H_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 5, 'casePack': '', 'volume': 0.022, 'grossWeight': 0.227, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 5, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 1.5}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 11.1, 'casePack': '1 Each / Each', 'volume': 0.5710000000000001, 'grossWeight': 4.7, 'netWeight': 0, 'uom': 'CS', 'salesUom': False, 'width': 10.1, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 8.8}]",
226,MDPPHT168102,"{'productId': 'Z05-PF01395', 'details': {'longDescription': '<ul><li> Anatomically shaped for comfort and discreetness</li><li> Three-part core with curly fiber offers maximum skin dryness and helps control odor and buffer urine pH</li><li> Adhesive strip helps keep liners in place</li><li> Available in mini (5.5"" x 10""), midi (6.5"" x 13"") and maxi (8"" x 17"") sizes</li></ul>', 'displayName': 'MoliMed Bladder Control Pads', 'url': '/product/MoliMed-Bladder-Control-Pads/Bladder-Control-Pads/Z05-PF01395', 'manufacturer': 'HARTMANN USA, INC.'}}",PHT168102,"{'isLatexFree': True, 'mfrProdNum': '168102', 'salesUOM': 'CS', 'displayName': 'MoliMed Bladder Control Liner Pad, Maxi, 8"" x 17""', 'packagingStringLong': '168 Each / 6 Bag / Case', 'hcpcsCode': 'NOT COVERED BY MEDICARE - CHECK REIMBURSEMENT WITH MEDICAID', 'url': '/sku/item/MDPPHT168102', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'HARTMANN USA, INC.', 'packagingStringShort': '168/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/PHT/PHT168102_PRI01.JPG'}]","[{'name': 'Absorbency', 'value': ['3 of 10']}, {'name': 'Absorbency Level', 'value': ['3 of 10']}, {'name': 'Adhesive Strip', 'value': ['Yes']}, {'name': 'Bag Appearance', 'value': ['Printed']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Reusable or Disposable', 'value': ['Disposable']}, {'name': 'Size Dimensions', 'value': ['8"" X 17""']}, {'name': 'UNSPSC', 'value': ['53131639']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 5, 'casePack': '168 Each / Case', 'volume': 0.048, 'grossWeight': 0.089, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 3.316, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 5}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 15.9, 'casePack': '', 'volume': 2.058, 'grossWeight': 14.95, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 9.6, 'gtinAndUpc': '51001015043', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 168, 'height': 23.3}]",
227,MDPMPHMCP5199903,"{'productId': 'Z05-PF255289', 'details': {'longDescription': '<ul><li> Parts for foldable bag holder</li><li> Helps cleaning cart in working order</li></ul>', 'displayName': 'Alpha Foldable Bag Holders Parts', 'url': '/product/Alpha-Foldable-Bag-Holders-Parts/Janitorial-Carts/Z05-PF255289', 'manufacturer': 'FILMOP'}}",MPHMCP5199903,"{'isLatexFree': True, 'mfrProdNum': 'P5199903U', 'salesUOM': 'EA', 'displayName': 'Foldable Bag Dome Frame, Frame Only', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPMPHMCP5199903', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'FILMOP', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHMCP5199903_PRI01.JPG'}]","[{'name': 'Cart Type', 'value': ['Housekeeping Cart']}, {'name': 'Equipment Type', 'value': ['Cart Part']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['47121502']}, {'name': 'Unit Compatibility', 'value': ['MIYO Housekeeping Carts']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 20, 'casePack': '1 Each / Each', 'volume': 2.222, 'grossWeight': 6, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 24, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 8}]",
228,MDPCAQSC02NG,"{'productId': 'Z05-PF153365', 'details': {'longDescription': '<ul><li> All SteriTite container systems include covers with integrated filtration systems and silicone gaskets</li><li> Solid bottom containers are compatible with pre-vacuum sterilizers</li><li> Perforated bottom sealed containers are universal and have filtration systems in their base, cleared for all current sterilization modalities such as gravity displacement, pre-vacuum steam, V-Pro and Sterrad Sterilization</li><li> Use with the respective basket or tray systemUniversal: Perforated Bottom with 2 filter retention plates</li></ul>', 'displayName': 'Universal Mini/Narrow Size Sealed Containers', 'url': '/product/Universal-Mini/Narrow-Size-Sealed-Containers/Containers-Trays/Z05-PF153365', 'manufacturer': 'CASE MEDICAL INC.'}}",CAQSC02NG,"{'isLatexFree': True, 'mfrProdNum': 'SC02NG', 'salesUOM': 'EA', 'displayName': 'SteriTite Sealed Container, Narrow Size, Perforated Bottom with Lid, 18.5"" x 6"" x 2""', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPCAQSC02NG', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'CASE MEDICAL INC.', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/CAQ/CAQSC02NG_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 18.5, 'casePack': '1 Each / Each', 'volume': 0.128, 'grossWeight': 4.5, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 6, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2}]",
229,MDPHWP803206641H,"{'productId': 'Z05-PF68156', 'details': {'longDescription': 'CO2 Nasal Cannulas.', 'displayName': 'Philips CO2 Nasal Cannulas', 'url': '/product/Philips-CO2-Nasal-Cannulas/Cannulas-Tubing/Z05-PF68156', 'manufacturer': 'ROYAL PHILIPS'}}",HWP803206641H,"{'isLatexFree': True, 'mfrProdNum': '989803206641', 'salesUOM': 'EA', 'displayName': 'Nasal Co2/O2 Cannula, Adult', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPHWP803206641H', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'ROYAL PHILIPS', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/HWP/HWP803206641H_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 9.345, 'casePack': '', 'volume': 0.47200000000000003, 'grossWeight': 3.3, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 9.345, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 9.345}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 24, 'casePack': '1 Each / Each', 'volume': 4.7219999999999995, 'grossWeight': 33, 'netWeight': 0, 'uom': 'BX', 'salesUom': False, 'width': 20, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 17}]",
230,MDPSHE704382100,"{'productId': 'Z05-PF46834', 'details': {'longDescription': 'Adult Spacelabs Healthcare CO2 ORAL/NASAL CANNULA W /O2.', 'displayName': 'Nasal CO2 Cannulas', 'url': '/product/Nasal-CO2-Cannulas/Cannulas-Tubing/Z05-PF46834', 'manufacturer': 'Various Manufacturers / Suppliers'}}",SHE704382100,"{'isLatexFree': True, 'mfrProdNum': '704-3821-00', 'salesUOM': 'BX', 'displayName': 'Non-Invasive Low Humidity Co2 Nasal Cannula, Left Hand', 'packagingStringLong': '25 Each / box', 'url': '/sku/item/MDPSHE704382100', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'SPACELABS HEALTHCARE LLC', 'packagingStringShort': '25/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/SHE704382100.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '25 Each / box', 'volume': 0, 'grossWeight': 0.04, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 3.5, 'casePack': '', 'volume': 0.021, 'grossWeight': 1, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 1.5, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 7}]",
